Date,Region,Disease,New_Cases
2024-07-14,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),8389
2024-07-21,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),12659
2024-07-28,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),3323
2024-08-04,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),855
2024-08-11,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),7765
2024-08-18,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1000
2024-08-25,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),679
2024-09-01,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),7872
2024-09-08,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),156
2024-09-15,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),4032
2024-09-22,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),446
2024-09-29,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),8802
2024-10-06,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),184
2024-10-13,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),2224
2024-10-20,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),229
2024-10-27,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),438
2024-11-03,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),520
2024-11-10,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),511
2024-11-17,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),144
2024-11-24,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1943
2024-12-01,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),892
2024-12-08,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),124
2024-12-15,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1437
2024-12-22,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),859
2024-12-29,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),2501
2025-01-05,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),952
2025-01-12,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),600
2025-01-19,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),507
2025-01-26,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),21
2025-02-02,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),760
2025-02-09,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),641
2025-02-16,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),722
2025-02-23,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),298
2025-03-02,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),602
2025-03-09,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),94
2025-03-16,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),80
2025-03-23,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),6
2025-03-30,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1
2025-04-06,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1
2025-04-13,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-20,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-27,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-04,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-11,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-18,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-25,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),94
2025-06-01,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),27
2025-06-08,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),168
2025-06-15,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),155
2025-06-22,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),74
2025-06-29,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),632
2025-07-06,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),685
2025-07-13,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),915
2025-07-20,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),206
2025-07-27,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),2471
2025-08-03,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),3025
2025-08-10,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),811
2025-08-17,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),521
2025-08-24,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),2015
2025-08-31,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),4648
2025-09-07,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),659
2025-09-14,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),3285
2025-09-21,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),982
2025-09-28,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),175
2025-10-05,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1338
2025-10-12,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1413
2025-10-19,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),764
2025-10-26,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),904
2025-11-02,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),731
2025-11-09,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1333
2025-11-16,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1259
2025-11-23,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1241
2025-11-30,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1098
2025-12-07,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),599
2025-12-14,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1510
2025-12-21,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),5343
2025-12-28,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1343
2026-01-04,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1773
2026-01-11,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),639
2026-01-18,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),751
2026-01-25,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),326
2026-02-01,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),527
2026-02-08,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),3472
2026-02-15,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1549
2026-02-22,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),472
2026-03-01,West Bengal,Endemic Aggregate (Dengue/Malaria/Viral),1066
2020-01-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),83
2020-01-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),6502
2020-01-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),115
2020-01-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),172
2020-02-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),845
2020-02-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5422
2020-02-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),703
2020-02-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),973
2020-03-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),204
2020-03-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),348
2020-03-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),433
2020-03-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),22
2020-03-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),25
2020-04-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3
2020-04-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),25
2020-05-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),655
2020-06-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),816
2020-06-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3970
2020-06-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),700
2020-06-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3797
2020-07-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1433
2020-07-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),32
2020-07-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1268
2020-07-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),567
2020-08-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2492
2020-08-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1565
2020-08-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1291
2020-08-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1985
2020-08-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5417
2020-09-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1385
2020-09-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),11917
2020-09-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5037
2020-09-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3505
2020-10-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5637
2020-10-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),474
2020-10-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),199
2020-10-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),322
2020-11-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),263
2020-11-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),61
2020-11-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1407
2020-11-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),306
2020-11-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),261
2020-12-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1829
2020-12-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1331
2020-12-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1011
2020-12-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),719
2021-01-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1163
2021-01-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1033
2021-01-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2365
2021-01-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2157
2021-01-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),339
2021-02-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2416
2021-02-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),372
2021-02-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2198
2021-02-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1354
2021-03-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),133
2021-03-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),33
2021-03-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),240
2021-03-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),50
2021-04-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),6
2021-04-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-04-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-04-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),60
2021-06-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),123
2021-06-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),332
2021-06-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),517
2021-06-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),71
2021-07-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2737
2021-07-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3340
2021-07-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),86
2021-07-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),13109
2021-08-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2992
2021-08-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3838
2021-08-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2718
2021-08-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2942
2021-08-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),16197
2021-09-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),6083
2021-09-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5209
2021-09-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),4518
2021-09-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),149
2021-10-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2042
2021-10-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2221
2021-10-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),420
2021-10-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),181
2021-10-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),4
2021-11-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),627
2021-11-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),158
2021-11-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),87
2021-11-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),123
2021-12-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),600
2021-12-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),132
2021-12-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),161
2021-12-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3222
2022-01-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),135
2022-01-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),544
2022-01-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),954
2022-01-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),148
2022-01-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),54
2022-02-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2399
2022-02-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),962
2022-02-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),48
2022-02-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),206
2022-03-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),970
2022-03-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),138
2022-03-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),210
2022-03-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),137
2022-04-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),6
2022-04-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1
2022-04-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-04-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5
2022-06-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),156
2022-06-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),321
2022-06-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1385
2022-06-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1215
2022-07-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),495
2022-07-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),425
2022-07-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),4951
2022-07-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1744
2022-07-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),865
2022-08-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),9
2022-08-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1688
2022-08-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5964
2022-08-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1251
2022-09-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1552
2022-09-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),790
2022-09-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2184
2022-09-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),515
2022-10-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1941
2022-10-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),271
2022-10-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),68
2022-10-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),700
2022-10-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),367
2022-11-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2
2022-11-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),130
2022-11-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),418
2022-11-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),255
2022-12-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),626
2022-12-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),185
2022-12-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1265
2022-12-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),439
2023-01-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),274
2023-01-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1237
2023-01-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1206
2023-01-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),300
2023-01-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2090
2023-02-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),287
2023-02-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),961
2023-02-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1122
2023-02-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),220
2023-03-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1073
2023-03-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),36
2023-03-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),159
2023-03-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),62
2023-04-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),34
2023-04-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),7
2023-06-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),62
2023-06-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),313
2023-06-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),602
2023-06-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),76
2023-07-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1837
2023-07-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),552
2023-07-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),645
2023-07-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),929
2023-07-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),8270
2023-08-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1791
2023-08-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),723
2023-08-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1592
2023-08-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3449
2023-09-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2308
2023-09-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),377
2023-09-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3467
2023-09-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),4005
2023-10-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),817
2023-10-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1359
2023-10-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),886
2023-10-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),163
2023-10-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),128
2023-11-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),378
2023-11-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),63
2023-11-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),167
2023-11-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),324
2023-12-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),200
2023-12-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2352
2023-12-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),373
2023-12-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3424
2023-12-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1994
2024-01-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),462
2024-01-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),26
2024-01-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1639
2024-01-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1213
2024-02-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),99
2024-02-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),23
2024-02-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),761
2024-02-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),193
2024-03-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),168
2024-03-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),324
2024-03-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),7
2024-03-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),84
2024-03-31,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),53
2024-04-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),3
2024-04-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-19,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-26,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),28
2024-06-02,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),355
2024-06-09,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),60
2024-06-16,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-06-23,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),125
2024-06-30,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),724
2024-07-07,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),85
2024-07-14,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),133
2024-07-21,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),601
2024-07-28,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5197
2024-08-04,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),2176
2024-08-11,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),283
2024-08-18,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),148
2024-08-25,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),5819
2024-09-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1586
2024-09-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),9
2024-09-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),851
2024-09-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),907
2024-09-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),209
2024-10-06,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),321
2024-10-13,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),326
2024-10-20,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),710
2024-10-27,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),239
2024-11-03,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),240
2024-11-10,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),442
2024-11-17,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),80
2024-11-24,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),41
2024-12-01,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1558
2024-12-08,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),69
2024-12-15,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),97
2024-12-22,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),613
2024-12-29,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),128
2025-01-05,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),68
2025-01-12,Rajasthan,Endemic Aggregate (Dengue/Malaria/Viral),1352
