Date,Region,Disease,New_Cases
2021-08-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),3141
2021-09-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),731
2021-09-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2393
2021-09-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2606
2021-09-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1001
2021-10-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),177
2021-10-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1044
2021-10-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),326
2021-10-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),238
2021-10-31,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),19
2021-11-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),51
2021-11-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1
2021-11-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),17
2021-11-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1052
2021-12-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),362
2021-12-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),155
2021-12-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),3066
2021-12-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),350
2022-01-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1807
2022-01-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),3024
2022-01-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),433
2022-01-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),706
2022-01-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1057
2022-02-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),199
2022-02-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),133
2022-02-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1076
2022-02-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),106
2022-03-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),257
2022-03-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),191
2022-03-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),153
2022-03-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),33
2022-04-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),5
2022-04-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-04-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-04-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2022-05-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),3
2022-06-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),117
2022-06-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),495
2022-06-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),8
2022-06-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),112
2022-07-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),41
2022-07-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),51
2022-07-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),424
2022-07-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),285
2022-07-31,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),756
2022-08-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),590
2022-08-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1448
2022-08-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),434
2022-08-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),633
2022-09-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2469
2022-09-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),5400
2022-09-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1053
2022-09-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1259
2022-10-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1575
2022-10-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),22
2022-10-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),141
2022-10-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),722
2022-10-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),140
2022-11-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),319
2022-11-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),38
2022-11-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),108
2022-11-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),37
2022-12-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),155
2022-12-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),132
2022-12-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1079
2022-12-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),866
2023-01-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),12
2023-01-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1161
2023-01-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),275
2023-01-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),579
2023-01-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),993
2023-02-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),237
2023-02-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),347
2023-02-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),117
2023-02-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),87
2023-03-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),145
2023-03-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),288
2023-03-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),25
2023-03-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),9
2023-04-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),20
2023-04-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2
2023-04-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-04-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2023-05-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),17
2023-06-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),104
2023-06-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2
2023-06-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),622
2023-06-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),331
2023-07-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),387
2023-07-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1052
2023-07-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),300
2023-07-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),744
2023-07-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),241
2023-08-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),193
2023-08-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),181
2023-08-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),4172
2023-08-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2815
2023-09-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),317
2023-09-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),864
2023-09-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),270
2023-09-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),354
2023-10-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),190
2023-10-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),164
2023-10-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),212
2023-10-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),73
2023-10-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),42
2023-11-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),27
2023-11-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),22
2023-11-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),98
2023-11-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),87
2023-12-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),15
2023-12-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1511
2023-12-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),62
2023-12-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),667
2023-12-31,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),509
2024-01-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),133
2024-01-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),45
2024-01-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),579
2024-01-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),273
2024-02-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),358
2024-02-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),724
2024-02-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),364
2024-02-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),569
2024-03-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),22
2024-03-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),102
2024-03-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),35
2024-03-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-03-31,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),4
2024-04-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-04-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2024-05-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),9
2024-06-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),58
2024-06-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),246
2024-06-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),606
2024-06-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),113
2024-06-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),454
2024-07-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),534
2024-07-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),309
2024-07-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),296
2024-07-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1410
2024-08-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),543
2024-08-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),847
2024-08-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1289
2024-08-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),36
2024-09-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),2279
2024-09-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1987
2024-09-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),787
2024-09-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),198
2024-09-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),256
2024-10-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),321
2024-10-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),338
2024-10-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),78
2024-10-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),19
2024-11-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),53
2024-11-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1
2024-11-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),126
2024-11-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),246
2024-12-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),106
2024-12-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),376
2024-12-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),490
2024-12-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),86
2024-12-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),739
2025-01-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),200
2025-01-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),348
2025-01-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),45
2025-01-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),278
2025-02-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),189
2025-02-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),78
2025-02-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),65
2025-02-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),58
2025-03-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),289
2025-03-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),42
2025-03-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-03-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),21
2025-03-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-04-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-05-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),0
2025-06-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1
2025-06-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),58
2025-06-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),85
2025-06-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),104
2025-06-29,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),384
2025-07-06,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),49
2025-07-13,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),679
2025-07-20,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),999
2025-07-27,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),223
2025-08-03,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),812
2025-08-10,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),411
2025-08-17,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),520
2025-08-24,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),550
2025-08-31,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),1082
2025-09-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),28
2025-09-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),62
2025-09-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),18
2025-09-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),831
2025-10-05,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),128
2025-10-12,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),374
2025-10-19,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),311
2025-10-26,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),251
2025-11-02,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),171
2025-11-09,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),375
2025-11-16,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),190
2025-11-23,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),188
2025-11-30,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),251
2025-12-07,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),678
2025-12-14,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),348
2025-12-21,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),234
2025-12-28,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),241
2026-01-04,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),731
2026-01-11,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),440
2026-01-18,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),153
2026-01-25,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),218
2026-02-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),128
2026-02-08,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),188
2026-02-15,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),127
2026-02-22,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),209
2026-03-01,Tamil Nadu,Endemic Aggregate (Dengue/Malaria/Viral),115
2020-01-05,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),881
2020-01-12,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),4244
2020-01-19,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),54
2020-01-26,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),313
2020-02-02,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),2155
2020-02-09,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3291
2020-02-16,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),455
2020-02-23,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),31
2020-03-01,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),138
2020-03-08,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),404
2020-03-15,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),57
2020-03-22,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),23
2020-03-29,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-05,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-12,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-19,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-04-26,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-03,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-10,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-17,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2020-05-24,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),16
2020-05-31,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),46
2020-06-07,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),549
2020-06-14,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),399
2020-06-21,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),695
2020-06-28,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1551
2020-07-05,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),571
2020-07-12,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),325
2020-07-19,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),96
2020-07-26,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),7215
2020-08-02,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1582
2020-08-09,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1713
2020-08-16,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),2930
2020-08-23,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3351
2020-08-30,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3836
2020-09-06,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),4000
2020-09-13,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),777
2020-09-20,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),820
2020-09-27,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),560
2020-10-04,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3
2020-10-11,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),573
2020-10-18,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),204
2020-10-25,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),225
2020-11-01,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),476
2020-11-08,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),284
2020-11-15,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),271
2020-11-22,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),121
2020-11-29,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),179
2020-12-06,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1607
2020-12-13,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1075
2020-12-20,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),2167
2020-12-27,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),197
2021-01-03,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1962
2021-01-10,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),471
2021-01-17,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),485
2021-01-24,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),889
2021-01-31,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),103
2021-02-07,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),946
2021-02-14,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),390
2021-02-21,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),860
2021-02-28,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3
2021-03-07,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),98
2021-03-14,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),118
2021-03-21,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),30
2021-03-28,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),9
2021-04-04,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),36
2021-04-11,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-04-18,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-04-25,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-02,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-09,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-16,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-23,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),0
2021-05-30,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),8
2021-06-06,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),194
2021-06-13,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),228
2021-06-20,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),827
2021-06-27,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),570
2021-07-04,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),3254
2021-07-11,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),543
2021-07-18,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),773
2021-07-25,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),563
2021-08-01,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),179
2021-08-08,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1192
2021-08-15,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1376
2021-08-22,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),778
2021-08-29,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1927
2021-09-05,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),512
2021-09-12,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),318
2021-09-19,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),2446
2021-09-26,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),1698
2021-10-03,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),371
2021-10-10,Uttar Pradesh,Endemic Aggregate (Dengue/Malaria/Viral),568
